title,speaker,initial speech,initial sentiment,initial POLARITY
The First Part of Henry the Sixth,BASSET,"Yes, sir; as well as you dare patronage The envious barking of your saucy tongue Against my lord the Duke of Somerset.","[ 0.      0.      0.      0.      0.      0.964   0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9225  0.
  0.     -0.844   0.     -0.659   0.      0.      0.     -0.297   0.
  0.      0.      0.      0.      0.      0.      0.857   0.      0.
  0.      0.159   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.3965555555555555
The First Part of Henry the Sixth,General,"Thou ominous and fearful owl of death, Our nation's terror and their bloody scourge! The period of thy tyranny approacheth. On us thou canst not enter but by death; For, I protest, we are well fortified And strong enough to issue out and fight: If thou retire, the Dauphin, well appointed, Stands with the snares of war to tangle thee: On either hand thee there are squadrons pitch'd, To wall thee from the liberty of flight; And no way canst thou turn thee for redress, But death doth front thee with apparent spoil And pale destruction meets thee in the face. Ten thousand French have ta'en the sacrament To rive their dangerous artillery Upon no Christian soul but English Talbot. Lo, there thou stand'st, a breathing valiant man, Of an invincible unconquer'd spirit! This is the latest glory of thy praise That I, thy enemy, due thee withal; For ere the glass, that now begins to run, Finish the process of his sandy hour, These eyes, that see thee now well coloured, Shall see thee wither'd, bloody, pale and dead. Hark! hark! the Dauphin's drum, a warning bell, Sings heavy music to thy timorous soul; And mine shall ring thy dire departure out.","[-0.526       0.         -0.515       0.          0.          0.966
  0.          0.          0.          0.          0.          0.659
  0.          0.          0.          0.          0.         -0.14507692
  0.          0.          0.         -0.20733333  0.279       0.
 -0.0374      0.89545455 -0.2434      0.603      -0.532       0.
  0.          0.          0.          0.         -0.75963636  0.
  0.          0.          0.          0.          0.          0.605
  0.875       0.         -0.8904      0.298       0.          0.
 -0.042       0.         -0.424       0.          0.9515      0.601
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.         -0.9865    ]",-0.04137878787878786
The First Part of Henry the Sixth,LUCY,"Thou princely leader of our English strength, Never so needful on the earth of France, Spur to the rescue of the noble Talbot, Who now is girdled with a waist of iron And hemm'd about with grim destruction: To Bourdeaux, warlike duke! to Bourdeaux, York! Else, farewell Talbot, France, and England's honour.","[-0.326       0.          0.          0.          0.          0.9145
  0.          0.          0.          0.          0.          0.521
  0.          0.          0.          0.          0.         -0.1318
  0.          0.          0.          0.          0.          0.
  0.          0.9494      0.          0.          0.          0.
  0.          0.          0.          0.         -0.848       0.
  0.          0.          0.          0.         -0.228       0.
  0.90166667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.593
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.3145      0.        ]",0.4452222222222223
The First Part of Henry the Sixth,JOHN TALBOT,"Is my name Talbot? and am I your son? And shall I fly? O if you love my mother, Dishonour not her honourable name, To make a bastard and a slave of me! The world will say, he is not Talbot's blood, That basely fled when noble Talbot stood.","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.905  -0.3205
  0.659   0.      0.      0.      0.      0.      0.     -0.694   0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.253   0.      0.      0.      0.      0.      0.      0.      0.
  0.     -0.5935  0.      0.      0.      0.      0.      0.      0.
  0.25    0.    ]",0.07158333333333333
The First Part of Henry the Sixth,CARDINAL OF WINCHESTER,"Stay, my lord legate: you shall first receive The sum of money which I promised Should be deliver'd to his holiness For clothing me in these grave ornaments.","[ 0.      0.224   0.      0.      0.      0.911   0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.1816
  0.      0.      0.      0.      0.      0.      0.      0.983   0.
  0.     -0.884   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.861   0.     -0.856
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.204   0.    ]",0.03539999999999999
The First Part of Henry the Sixth,Legate,I will attend upon your lordship's leisure.,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.85933333 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]",0.8256666666666667
The First Part of Henry the Sixth,Scout,"Success unto our valiant general, And happiness to his accomplices!","[ 0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.9235  0.
  0.659  -0.834   0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.40750000000000003
The First Part of Henry the Sixth,MARGARET,"Margaret my name, and daughter to a king, The King of Naples, whosoe'er thou art.","[0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.      0.89625 0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.      0.      0.      0.      0.      0.      0.      0.
 0.      0.     ]",0.8394999999999999
The First Part of Henry the Sixth,Shepherd,"Ah, Joan, this kills thy father's heart outright! Have I sought every country far and near, And, now it is my chance to find thee out, Must I behold thy timeless cruel death? Ah, Joan, sweet daughter Joan, I'll die with thee!","[-0.234  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.932  0.     0.503 -0.975  0.
  0.     0.     0.    -0.464 -0.908  0.    -0.54   0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    -0.659  0.     0.     0.     0.
  0.     0.     0.     0.228  0.   ]",0.05900000000000001
The Life of Timon of Athens,Poet,"Good day, sir.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.659
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.867 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.752
The Life of Timon of Athens,Painter,I am glad you're well.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.999 0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.999
The Life of Timon of Athens,Merchant,"O, 'tis a worthy lord.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.991 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.8605
The Life of Timon of Athens,Jeweller,"Nay, that's most fix'd.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.993  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.889
The Life of Timon of Athens,Jeweller:,I have a jewel here--,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.861 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.805
The Life of Timon of Athens,TIMON,"Imprison'd is he, say you?","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Life of Timon of Athens,Old Athenian,"Lord Timon, hear me speak.","[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.983 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.722
The Life of Timon of Athens,LUCILIUS,"Here, at your lordship's service.","[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.84 0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
 0.   0.   0.   0.   0.   0.   0.   0.   0.  ]",0.84
The Life of Timon of Athens,APEMANTUS,"Till I be gentle, stay thou for thy good morrow; When thou art Timon's dog, and these knaves honest.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.493  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.902  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    -0.525  0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.40659999999999996
The Life of Timon of Athens,ALCIBIADES,"Sir, you have saved my longing, and I feed Most hungerly on your sight.","[ 0.      0.      0.      0.      0.      0.948   0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.     -0.329
  0.      0.      0.      0.      0.      0.      0.      0.9135 -0.536
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.      0.      0.      0.      0.      0.      0.      0.
  0.      0.    ]",0.2305
The Life of Timon of Athens,VENTIDIUS,"Most honour'd Timon, It hath pleased the gods to remember my father's age, And call him to long peace. He is gone happy, and has left me rich: Then, as in grateful virtue I am bound To your free heart, I do return those talents, Doubled with thanks and service, from whose help I derived liberty.","[ 0.          0.329       0.          0.          0.          0.974
  0.          0.          0.          0.          0.          0.611
  0.          0.          0.          0.459       0.          0.
  0.          0.          0.          0.          0.187      -0.659
  0.          0.9098      0.          0.659       0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.894       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.97266667  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.653888888888889
